,Track Name,Artist Name,Album,Album Release Date,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature,Artist Popularity,Track Popularity,Track URI,Artist URI
4033,Devil Eyes,Hippie Sabotage,Providence,2016-02-05,"edm, electronic trap",0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,5,68,78,spotify:track:7MiZjKawmXTsTNePyTfPyL,spotify:artist:4dM6NDYSfLcspt8GLoT5aE
4034,All Time Low,Jon Bellion,The Human Condition,2016-06-10,indie pop rap,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603,4,65,66,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg
4035,Pull Up,Luh Kel,Pull Up,2019-07-30,"pop r&b, st louis rap",0.803,0.569,1,-6.366,1,0.0705,0.0957,0.0,0.0976,0.26,95.009,123400,4,57,0,spotify:track:6LkQuRo91zYjI8dm1iOL2C,spotify:artist:24CgJHK6T7C5OmUbiLLMjJ
4036,Like a Rodeo,Kane Brown,Experiment,2019-07-12,"black americana, contemporary country, country, country road",0.67,0.661,3,-6.798,0,0.0466,0.704,0.0,0.217,0.425,119.985,201730,4,74,0,spotify:track:6RZmbKPtcieEcQJMcOEXZU,spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE
4037,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),DJ Scheme,Preseason EP,2019-07-30,viral rap,0.949,0.425,5,-7.393,1,0.224,0.0295,0.0,0.106,0.621,124.927,135023,4,61,49,spotify:track:67cpn8ZBO7QU67jky8Fh47,spotify:artist:1m7LSAMIB1BErIHYSOn32W
4038,Hey Julie! (feat. Lil Yachty),KYLE,Hey Julie! (feat. Lil Yachty),2018-12-03,"deep underground hip hop, indie pop rap, meme rap, pop rap, viral trap",0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059,156443,4,62,46,spotify:track:1jkEorRvoRQNo1WZfD1X5q,spotify:artist:4qBgvVog0wzW75IQ48mU7v
4039,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,2019-12-06,"melodic rap, rap, trap",0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4,76,83,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,spotify:artist:757aE44tKEUQEqRuT6GnEB
4040,Luota Muhun,ibe,Luota Muhun,2019-12-25,"finnish hip hop, finnish trap",0.754,0.384,1,-11.043,1,0.0917,0.265,0.00082,0.118,0.842,167.088,214175,4,59,0,spotify:track:4gEvvWYAF3yzv9hEY9f3oy,spotify:artist:2Pn8JMNrnRnSpNRPPgtiWA
4041,Futsal Shuffle 2020,Lil Uzi Vert,Futsal Shuffle 2020,2019-12-12,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,4,84,60,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,spotify:artist:4O15NlyKLIASxsJ0PrXPfz
4042,Falling,Trevor Daniel,Falling,2018-10-05,melodic rap,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4,64,2,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT
4043,OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,pop rap,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,64,76,spotify:track:6gi6y1xwmVszDWkUqab1qw,spotify:artist:7A8S43ryYdbWpJKeHRZRcq
4044,On Somebody,Ava Max,On Somebody,2019-12-10,pop,0.698,0.742,5,-4.169,0,0.0541,0.0164,3.39e-06,0.158,0.767,137.844,184565,4,80,44,spotify:track:6gbLpUQtUU8ojzbE9jKt5A,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F
4045,Mama,Sexmane,Sextape,2019-10-17,finnish hip hop,0.722,0.576,11,-8.077,0,0.0473,0.447,0.0,0.313,0.339,97.54,184375,4,54,50,spotify:track:67vUsLGXUTVDv7FLe8SyDr,spotify:artist:2JSX0lIYekUp6F301cTHkq
4046,2naamaa,Sexmane,Sextape,2019-10-17,finnish hip hop,0.642,0.466,9,-11.283,1,0.23,0.2,0.0,0.104,0.186,163.766,152207,3,54,34,spotify:track:33wTsVNVpHzCbBceggG3F8,spotify:artist:2JSX0lIYekUp6F301cTHkq
4047,Case 19 (feat. 6ix9ine),Jasiah,Jasiah I Am,2019-07-19,"aesthetic rap, dark trap, ohio hip hop",0.864,0.729,2,-4.621,1,0.275,0.00908,0.0,0.105,0.285,101.991,124033,4,59,48,spotify:track:4iO6aCCNBAN2TGTD5JYIiq,spotify:artist:7502fDxg339jvGV08Jd4R0
4048,Marco de BIH,Sexmane,Sextape,2019-10-17,finnish hip hop,0.744,0.448,10,-7.685,0,0.433,0.295,0.0,0.0767,0.924,89.358,200000,4,54,47,spotify:track:4l5Z1cyDADjB2RFHOJ4Wvl,spotify:artist:2JSX0lIYekUp6F301cTHkq
4049,Juicy,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,203093,4,87,69,spotify:track:7f5trao56t7sB7f14QDTmp,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4050,Yummy,Justin Bieber,Yummy,2020-01-03,"canadian pop, pop",0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,210427,4,89,65,spotify:track:41L3O37CECZt3N7ziG2z7l,spotify:artist:1uNFoZAHBGtllmzznpCI3s
4051,Blinding Lights,The Weeknd,Blinding Lights,2019-11-29,"canadian contemporary r&b, canadian pop, pop",0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,95,15,spotify:track:0sf12qNH5qcw8qpgymFOqD,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ
4052,Adore You,Harry Styles,Fine Line,2019-12-13,pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,85,84,spotify:track:3jjujdWJ72nww5eGnfs2E7,spotify:artist:6KImCVD70vtIoJWnq6nGn3
4053,Suicidal,YNW Melly,Melly vs. Melvin,2019-11-22,"melodic rap, rap",0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,4,73,73,spotify:track:1iSqfoUFnQwV0QW1EfUit8,spotify:artist:1cNDP5yjU5vjeR8qMf4grg
4054,My Oh My (feat. DaBaby),Camila Cabello,Romance,2019-12-06,"dance pop, pop",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,81,75,spotify:track:3yOlyBJuViE2YSGn3nVE1K,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF
4055,No Idea,Don Toliver,No Idea,2019-05-29,"pop rap, rap, trap",0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4,83,0,spotify:track:3VyjsVV24RmBIbWJAeUJNu,spotify:artist:4Gso3d4CscCijv0lmajZWs
4056,Watermelon Sugar,Harry Styles,Fine Line,2019-12-13,pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,85,88,spotify:track:6UelLqGlWMcVH1E5c4H7lY,spotify:artist:6KImCVD70vtIoJWnq6nGn3
4057,She's So Nice,Pink Guy,Pink Season,2017-01-04,"comedy rap, meme rap",0.828,0.577,6,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339,163493,4,51,64,spotify:track:0Dfctnkk9xIikDKJ06uwzo,spotify:artist:3yJnBqAoRUNeDabdYoiYWD
4058,One Call Away,Shaaye,One Call Away,2019-12-19,,0.779,0.538,8,-7.222,1,0.0654,0.367,0.0138,0.137,0.136,139.962,180828,4,7,0,spotify:track:2KRFIIX8H3eTE3sG24C1co,spotify:artist:5H8BN7O47mCSpMIQCHAHij
4059,Fake ID,Riton,Fake ID,2017-12-16,"house, pop dance, uk dance",0.746,0.862,8,-6.11,1,0.0776,0.21,0.0363,0.225,0.604,122.011,246970,4,67,0,spotify:track:5mr06ofu0NYuw3XpiokMct,spotify:artist:7i9j813KFoSBMldGqlh2Z1
4060,Bands,Comethazine,Bawskee,2018-08-24,"trap, underground hip hop",0.834,0.457,10,-10.775,1,0.572,0.21,0.0,0.0641,0.533,158.008,98734,4,60,0,spotify:track:0AphwbfFSlGgGDlXGeiEpu,spotify:artist:1iJdyDcY98X3GMnUesl7tf
4061,Top for a Pancake,3NIGMA,Top for a Pancake,2019-07-09,,0.885,0.536,1,-9.235,1,0.295,0.00963,0.0396,0.112,0.143,75.006,131024,4,23,0,spotify:track:5tZARCEehryuRTrfuHJYLW,spotify:artist:6tZIB0k2xzSx5o7P1m7tvq
4062,SUGAR,BROCKHAMPTON,GINGER,2019-08-23,"boy band, rap",0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,65,69,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA
4063,Say So,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,87,77,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4064,Guillotine,Death Grips,Guillotine,2011-08-03,"escape room, experimental hip hop, industrial hip hop",0.561,0.64,11,-5.042,0,0.287,0.0678,0.000387,0.148,0.196,78.464,223364,4,57,50,spotify:track:3IrcvqIf3ZiBhf3xdsctRX,spotify:artist:5RADpgYLOuS2ZxDq7ggYYH
4065,Opeta mut elämään,costee,Ehkä joskus tää viel naurattaa,2019-05-24,"finnish dance pop, finnish hip hop, finnish pop",0.584,0.678,1,-8.226,0,0.0476,0.198,3.05e-05,0.13,0.477,80.541,171533,4,47,35,spotify:track:0lCl7wTqxiNQDCP52u1pyQ,spotify:artist:3I4GcOB25cSJHa9d7Bsgji
4066,Satuta mua kunnolla,costee,Satuta mua kunnolla,2019-09-13,"finnish dance pop, finnish hip hop, finnish pop",0.468,0.429,11,-9.064,1,0.0348,0.069,3.28e-06,0.265,0.254,130.03,241739,4,47,25,spotify:track:4xidP0jGIoAgIv0ATaC518,spotify:artist:3I4GcOB25cSJHa9d7Bsgji
4067,Kunnes kuollaan,costee,Kunnes kuollaan,2019-11-29,"finnish dance pop, finnish hip hop, finnish pop",0.759,0.764,0,-7.289,0,0.0328,0.29,0.0187,0.109,0.174,105.026,148541,4,47,22,spotify:track:6GhAMqEu0BC8EPYk3YwF7a,spotify:artist:3I4GcOB25cSJHa9d7Bsgji
4068,Eka tääl,costee,Eka tääl,2019-02-01,"finnish dance pop, finnish hip hop, finnish pop",0.527,0.764,11,-6.868,1,0.075,0.0878,2.74e-05,0.147,0.466,77.024,212117,4,47,16,spotify:track:11ClQNBqYZzoBK3dPmW7M1,spotify:artist:3I4GcOB25cSJHa9d7Bsgji
4069,Y U Gotta B Like That,Audrey Mika,Y U Gotta B Like That,2019-06-02,modern indie pop,0.732,0.413,9,-6.353,1,0.0702,0.287,0.0,0.0565,0.761,92.066,154456,4,48,51,spotify:track:45StvejYUdIsyUwqdZ7iJM,spotify:artist:3JDG63cSaK3xgDnB2H55Xp
4070,Hungry Hippo,Tierra Whack,Whack World,2018-05-30,alternative r&b,0.893,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64,60000,4,60,52,spotify:track:0WpDeBJ22LcwF4QoERQOTv,spotify:artist:4lPl9gqgox3JDiaJ1yklKh
4071,Pretty Face,King Staccz,Pretty Face,2019-02-08,,0.958,0.636,11,-7.069,0,0.168,0.164,0.0,0.107,0.47,130.031,74173,4,32,44,spotify:track:5yUhwxfsBCQP8JjKp8INOS,spotify:artist:6cuxxfjj93mAeGlMFvSQK2
4072,Take Your Man,Mahogany Lox,Take Your Man,2019-10-18,teen pop,0.934,0.658,0,-8.052,1,0.108,0.411,0.000738,0.0809,0.344,110.015,117363,4,34,51,spotify:track:1CF5kzz5XDBAL24wtVyyTJ,spotify:artist:1wG6KrT3zgutFeiCddBivH
4073,STUPID (feat. Yung Baby Tate),Ashnikko,"Hi, It's Me",2019-07-12,"alt z, escape room",0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,167317,4,68,66,spotify:track:6qNB2ChCVPepl5ZjVJJTUW,spotify:artist:3PyJHH2wyfQK3WZrk9rpmP
4074,Back Up (feat. Big Sean),DeJ Loaf,#AndSeeThatsTheThing,2015-07-31,"detroit hip hop, r&b, trap, trap queen",0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267,4,68,54,spotify:track:0sr5LOMv4x0jmTYfe6oOvP,spotify:artist:7kFfY4UjNdNyaeUgLIEbIF
4075,Baby I'm Yours,Breakbot,By Your Side,2012-09-17,"filter house, funktronica, nu disco",0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507,4,55,68,spotify:track:0tZkVZ9DeAa0MNK2gY5NtV,spotify:artist:0iui2Be5CP8EWxvHYsVspL
4076,Personal,HRVY,Talk To Ya - EP,2017-11-30,pop,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,198040,4,58,65,spotify:track:33KJ2xFYONOlIYDBg6wPx8,spotify:artist:28y6CyJNkGNjJQKrlx4AmN
4077,U Was At The Club (Bottoms Up),The Boyboy West Coast,U Was At The Club (Bottoms Up),2019-04-19,,0.845,0.791,3,-3.674,1,0.161,0.0186,0.107,0.0957,0.843,117.987,196400,4,29,46,spotify:track:4CIMIZRcwllSonMlzr5wd2,spotify:artist:5CsBiyjBzZ8ZWwEpcMg5fy
4078,Hellcat,Weiland,Hellcat,2020-01-02,"plugg, pluggnb",0.649,0.579,6,-10.942,1,0.214,0.136,0.00112,0.109,0.345,158.599,182242,4,42,23,spotify:track:01hyP2yZdO49LddthLgcfp,spotify:artist:02YFwGQvc8ELtBL9c2JtMZ
4079,Weekdays,Ori,Weekdays,2019-06-14,,0.471,0.394,5,-9.398,1,0.158,0.548,3.16e-06,0.0995,0.341,97.403,203376,3,4,17,spotify:track:77sHxmnLL9Z8YZLradf1YF,spotify:artist:0wZY7dOoByrh1iyaDT8jhJ
4080,Forget Me Thots,Yung Gravy,Yung Gravity - EP,2017-05-01,"meme rap, minnesota hip hop",0.887,0.737,6,-6.489,0,0.16,0.243,4.11e-05,0.109,0.685,104.924,184000,4,68,0,spotify:track:2P1tkiGLZ5hoxrXfs073iU,spotify:artist:2YOYua8FpudSEiB9s88IgQ
4081,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,Summer Sampler,2015-06-02,"atl hip hop, southern hip hop, trap",0.728,0.62,2,-7.533,1,0.0434,0.038,0.0,0.342,0.885,81.998,176675,4,65,47,spotify:track:2LLFl56eIFGFlnrplUC26f,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT
4082,Dissolve,Absofacto,Thousand Peaces,2017-11-03,shimmer psych,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,4,50,62,spotify:track:7pBrj5rt4SSxXwFKOyZfHR,spotify:artist:7gAYvcQFmAruyvwGjxrSUr
4083,Kung Fu,Cordae,Kung Fu,2018-07-13,"hip hop, pop rap, rap, trap, underground hip hop",0.876,0.608,8,-6.019,1,0.109,0.0227,1.16e-05,0.107,0.258,124.983,199680,4,66,0,spotify:track:3i01Zk9c0FQ5HA1WJjflXI,spotify:artist:0huGjMyP507tBCARyzSkrv
4084,Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,The Art of Translation,2002-08-06,christian hip hop,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,4,54,0,spotify:track:2cGJxXXIBrxMhk2fWUJTLs,spotify:artist:6aUgzC0cMh0StjV7LyFEDr
4085,Just Did a Bad Thing,Bill Wurtz,Just Did a Bad Thing,2018-12-18,comedy rock,0.754,0.526,1,-12.96,1,0.0435,0.00261,0.466,0.113,0.716,117.051,167180,4,38,38,spotify:track:0Y08zhvCal5BZZNS0RqBFN,spotify:artist:78cT0dM5Ivm722EP2sgfDh
4086,Oh Nanana - Remix,dj 6rb,Oh Nanana (Remix),2018-09-17,,0.729,0.842,1,-2.997,1,0.261,0.0597,3.06e-06,0.319,0.574,64.808,133116,4,32,50,spotify:track:69PqVX29aZhDGFlG2SKxFy,spotify:artist:7bEdOuEDXiW7XKrZMTLuzO
4087,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],2018-12-14,estonian pop,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,155009,4,48,65,spotify:track:37s8uwIjw72XfMseKJXNOO,spotify:artist:10pMyCRhDkBpyuc38QOlKf
4088,Geek'd (feat. Lil Baby),Bhad Bhabie,15,2018-09-18,"trap queen, viral rap",0.855,0.562,9,-7.099,0,0.299,0.485,7.89e-06,0.112,0.193,164.053,133691,4,56,57,spotify:track:3nQQotHU6YtE0Z4kiMNoW8,spotify:artist:7DuTB6wdzqFJGFLSH17k8e
4089,who dat boi,bbno$,who dat boi,2017-11-21,"canadian hip hop, dark trap, meme rap",0.828,0.518,1,-8.809,1,0.316,0.148,5.45e-05,0.666,0.819,86.141,131163,4,72,41,spotify:track:6uxKBULqEBZ9x5nhfcZnQg,spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz
4090,Pretty Brown Eyes,Cody Simpson,Surfers Paradise,2013-07-12,"australian pop, pop, post-teen pop",0.653,0.737,1,-5.446,1,0.0388,0.0181,0.0,0.136,0.763,99.033,168200,4,54,8,spotify:track:5BHWQ78pw9yIjIWa6p1z6G,spotify:artist:79Xp2rRN7wdsaTJgttdX3K
4091,Mia Khalifa,iLOVEFRiDAY,Mia Khalifa,2018-12-14,"viral pop, viral rap",0.812,0.525,1,-8.798,1,0.124,0.255,0.0,0.325,0.564,145.016,177133,4,46,63,spotify:track:3B9vJvi2Z6ws4wjNTQMYAc,spotify:artist:5aaYmOKQc6tyyyitvrjJNE
4092,Big And Chunky,will.i.am,Madagascar: Escape 2 Africa - Music From The Motion Picture,2008-01-01,"dance pop, pop",0.963,0.8,6,-6.803,0,0.0964,0.139,0.000458,0.107,0.838,119.947,201640,4,73,0,spotify:track:5wlaCEfi6Zc6PVlZgoCXV9,spotify:artist:085pc2PYOi8bGKj0PNjekA
4093,All In,ZaeHD & CEO,All In,2018-10-17,"arkansas hip hop, viral rap",0.894,0.394,1,-8.791,1,0.406,0.000681,0.0,0.237,0.471,141.041,206733,4,31,0,spotify:track:3pqHq40qvy1CTXGmI4c3Px,spotify:artist:3Elp2e4JVkT08bnUbE1AZw
4094,Act My Age,One Direction,FOUR (Deluxe),2014-11-17,"boy band, pop, post-teen pop, talent show",0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899,198653,4,84,59,spotify:track:4bqIFmnVAsndYWuXxAwQet,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq
4095,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],2018-12-21,k-pop,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,192453,4,58,69,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,spotify:artist:72nLe76yBFSlP6VBzME358
4096,Huncho Show,Huncho,Da Huncho Show (Season 1),2018-10-31,,0.909,0.265,1,-15.557,1,0.518,0.101,0.0,0.0522,0.924,145.108,80901,4,17,0,spotify:track:1wd9U6JjJLNC4jOypMq7WE,spotify:artist:0L91qSjjMqrfsQCKTPvuuI
4097,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,Wreck-It Ralph,2012-01-01,"indietronica, pop",0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,218093,4,69,66,spotify:track:5ZkAx8zjLiSs1nMmBwJoZS,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6
4098,Buttercup,Jack Stauber,Pop Food,2017-03-25,"hypnagogic pop, pittsburgh indie, pov: indie",0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4,60,69,spotify:track:2mlGPkAx4kwF8Df0GlScsC,spotify:artist:1vVHevk2PD45epYnDi9CCc
4099,1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,Snow Cougar,2018-05-04,"meme rap, minnesota hip hop",0.79,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029,131139,4,68,58,spotify:track:7LptQZjp5wgdYDQZPjOV9O,spotify:artist:2YOYua8FpudSEiB9s88IgQ
4100,Shake It,Metro Station,Metro Station,2007-09-18,"electropowerpop, neon pop punk, pixie, pop punk",0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4,54,68,spotify:track:5619Ojc6t9evEEs3B7Drhe,spotify:artist:7vXwfZyDp3spzIVNXDaTPN
4101,Good Girls Bad Guys,Falling In Reverse,The Drug In Me Is You,2011-07-26,"alternative metal, pop punk, rap metal",0.474,0.948,3,-2.592,1,0.122,0.0223,0.0,0.43,0.611,146.46,195373,4,71,65,spotify:track:78ML3F5Lz3KiNkpnFAaR3q,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz
4102,Jumpshot,Dawin,Sunday,2016-07-29,nyc pop,0.912,0.628,6,-3.869,0,0.0802,0.212,0.0,0.0294,0.828,97.039,209093,4,49,52,spotify:track:5GTNt44FIgCax5hjsrqNaB,spotify:artist:46GXASE9LHzyssNqKOInUu
4103,Lemon (feat. Drake) - Drake Remix,N.E.R.D,Lemon (feat. Drake) [Drake Remix],2018-03-18,"hip hop, virginia hip hop",0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,226107,4,56,55,spotify:track:739vCwA3EpBSkk3uDsI2wB,spotify:artist:5wPoxI5si3eJsYYwyXV4Wi
4104,Gm Say It Back,Killua the Pilgrim,Gm Say It Back,2018-10-14,"aesthetic rap, meme rap",0.689,0.405,8,-12.525,1,0.171,0.733,4.8e-05,0.54,0.423,77.54,102792,4,10,24,spotify:track:58IHCvoCPfMNS0WrK7JnSg,spotify:artist:6pMM3AfCgceZcMeY60fVca
4105,same squad,P-Lo,PRIME,2018-07-20,"asian american hip hop, cali rap",0.918,0.419,7,-9.129,0,0.104,0.0146,4.67e-06,0.195,0.756,96.036,151054,4,59,48,spotify:track:0YCl0i8CTDqtISiphhLIE8,spotify:artist:2QLM9IFaHBtB16b8ZDaA3A
4106,Blueberry faygo,Yung Anime,Blueberry faygo,2019-12-30,,0.83,0.4,0,-11.032,1,0.0614,0.0224,7.39e-06,0.107,0.302,99.012,142068,4,0,0,spotify:track:4ADzhwPWMQaTXNnEP8gXnQ,spotify:artist:6aeuDb3tA4S9lTin8TvHWu
4107,Blueberry Faygo !,Eternal Flames,Blueberry Faygo !,2019-12-27,,0.834,0.408,0,-10.362,1,0.0612,0.0209,1.39e-06,0.107,0.302,99.005,140034,4,0,0,spotify:track:2CnHbpkNAUIEZOXpCjyfjl,spotify:artist:39a5uVuTppYhxx7kfEFpfl
4108,Tia Tamera (feat. Rico Nasty),Doja Cat,Amala (Deluxe Version),2019-03-01,"dance pop, pop",0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,211013,4,87,72,spotify:track:1uNePI826aqh9uC9pgbeHU,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4109,Cyber Sex,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,4,87,67,spotify:track:1ghvzmzpx2nnrbx7wtpMgo,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4110,Won't Bite (feat. Smino),Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.807,0.783,5,-3.115,1,0.0964,0.351,0.0,0.14,0.592,127.996,195213,4,87,62,spotify:track:7k51pIqTGEHHZOnpI11Qq2,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4111,Rules,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146,187040,4,87,74,spotify:track:1TMWcbxL5YF8rKsFHv5hAP,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4112,Like That (feat. Gucci Mane),Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.879,0.498,4,-6.027,0,0.18,0.239,0.0,0.0967,0.405,106.044,163173,4,87,73,spotify:track:4EivmOT13NMpNSfTKn9p4s,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4113,Talk Dirty,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.603,0.741,1,-5.58,1,0.12,0.276,0.000227,0.104,0.403,168.006,241480,4,87,55,spotify:track:1j6NZFHrpc09YmEZuSlmwf,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4114,Addiction,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.775,0.708,7,-6.073,1,0.166,0.00993,0.000537,0.128,0.548,90.005,208480,4,87,61,spotify:track:2OAcH9SD8ehxuG0tWNe0cU,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4115,Streets,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4,87,83,spotify:track:60ynsPSSKe6O3sfwRnIBRf,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4116,Shine,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.559,0.63,11,-6.075,0,0.246,0.421,0.0,0.102,0.289,107.627,160133,5,87,54,spotify:track:5xIDCYGTyLaDkiaaulVPcJ,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4117,Better Than Me,Doja Cat,Hot Pink,2019-11-07,"dance pop, pop",0.674,0.759,1,-5.379,1,0.0376,0.294,3.31e-05,0.116,0.509,129.926,202373,4,87,57,spotify:track:1ZiJGdjNtvgngdT3wRKVqS,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
4118,Breezeblocks,alt-J,An Awesome Wave,2012-09-18,"indie rock, indietronica, modern alternative rock, modern rock, rock",0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,227080,4,70,72,spotify:track:3n69hLUdIsSa1WlRmjMZlW,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5
4119,Cocaine Drip,Handsome Luke,Cocaine Drip,2020-01-09,,0.675,0.719,7,-3.978,1,0.0364,0.00359,9.41e-05,0.0934,0.431,159.943,205680,4,6,4,spotify:track:0ueRl6KrFuB3Cro9zGlnFz,spotify:artist:2Elhs91WcjpjOEi4Et4tUk
4120,Falling,Sophia Annello,Falling,2018-09-28,,0.635,0.86,0,-6.152,1,0.0325,0.479,0.0,0.209,0.585,78.045,212308,4,17,0,spotify:track:3hVbTB310iK2blEpGbxLTP,spotify:artist:41unUomfPKA7lXvvoSx8mZ
